doctor_id,department_id,first_name,last_name,specialization,experience_years,salary,phone,email,joining_date
553,157,Wazir,Manne,Pediatrician,3,2486319,2424033810,doctor553@hospital.com,2013-01-03
554,157,Aishani,Deol,Pediatrician,13,1948580,9450053424,doctor554@hospital.com,2008-08-24
555,157,Lavanya,Kurian,Pediatrician,31,2702886,7354396273,doctor555@hospital.com,2024-07-24
556,157,Girik,Tandon,Pediatrician,10,859517,7223972404,doctor556@hospital.com,2020-04-07
557,157,Raghav,Boase,Pediatrician,29,1034118,1637618209,doctor557@hospital.com,2006-12-07
558,158,Agastya,Bassi,Emergency Physician,6,2716231,3142900185,doctor558@hospital.com,2016-02-16
559,158,Sachi,Gade,Emergency Physician,12,764173,5723084810,doctor559@hospital.com,2012-06-14
560,158,Yasti,Sagar,Emergency Physician,16,2436091,0303662543,doctor560@hospital.com,2009-11-28
561,158,Imaran,Kapur,Emergency Physician,29,2798102,4519515109,doctor561@hospital.com,2017-02-16
562,159,Pratyush,Sandal,Gastroenterologist,24,2163854,4945147541,doctor562@hospital.com,2012-12-03
563,159,Madhavi,Sekhon,Gastroenterologist,19,2224942,1196421522,doctor563@hospital.com,2016-05-27
564,159,Vasana,Sachdev,Gastroenterologist,27,2019214,2366878878,doctor564@hospital.com,2008-03-10
565,160,Oviya,Vyas,Cardiologist,22,876454,1350305872,doctor565@hospital.com,2013-09-26
566,160,Liam,Menon,Cardiologist,22,996386,2863330212,doctor566@hospital.com,2013-12-14
567,161,Hitesh,Borah,Neurologist,19,1656946,9202521310,doctor567@hospital.com,2021-10-29
568,161,Upma,Dey,Neurologist,10,1998221,7657041200,doctor568@hospital.com,2009-09-22
569,161,Meghana,Sampath,Neurologist,6,3044186,8498436241,doctor569@hospital.com,2021-05-19
570,161,Nandini,Bhalla,Neurologist,10,2067254,6289177566,doctor570@hospital.com,2019-06-14
571,161,Robert,Madan,Neurologist,20,3351692,1159503428,doctor571@hospital.com,2018-06-17
572,162,Dayamai,Guha,Nephrologist,9,3095783,0341990970,doctor572@hospital.com,2025-05-22
573,162,Abhiram,Parikh,Nephrologist,6,1898480,6835652156,doctor573@hospital.com,2022-09-01
574,162,Mason,Bajwa,Nephrologist,25,3299006,7904227113,doctor574@hospital.com,2026-05-21
575,162,Yachana,Varty,Nephrologist,22,1136005,7254596063,doctor575@hospital.com,2008-01-07
576,162,Michael,Tank,Nephrologist,34,991970,0248171752,doctor576@hospital.com,2012-02-14
577,163,Januja,Pandit,Urologist,33,2117617,1274747219,doctor577@hospital.com,2023-09-13
578,163,Nandini,Rege,Urologist,2,2120844,7589551687,doctor578@hospital.com,2026-01-25
579,163,Dakshesh,Konda,Urologist,20,1356077,2146296136,doctor579@hospital.com,2015-11-02
580,163,Udyati,Chopra,Urologist,14,2033329,2166365155,doctor580@hospital.com,2020-07-25
581,163,Vamakshi,Contractor,Urologist,32,1405328,7082723590,doctor581@hospital.com,2025-03-31
582,164,Janaki,Sani,Pulmonologist,9,1249887,3030644212,doctor582@hospital.com,2008-02-25
583,164,Siya,Saini,Pulmonologist,5,1840641,4201654235,doctor583@hospital.com,2017-03-24
584,164,Naveen,Sarkar,Pulmonologist,7,2729404,9608931992,doctor584@hospital.com,2009-07-12
585,165,Tara,Divan,Psychiatrist,22,3192211,5164807279,doctor585@hospital.com,2021-06-07
586,165,Raghav,Salvi,Psychiatrist,9,3105033,9635339055,doctor586@hospital.com,2016-07-23
587,166,Jeet,Tata,Orthopedic Surgeon,10,1280514,6655868512,doctor587@hospital.com,2010-01-21
588,166,Nicholas,Sarin,Orthopedic Surgeon,12,3220351,4649111109,doctor588@hospital.com,2021-07-08
589,166,Harish,Sawhney,Orthopedic Surgeon,11,2435735,4633786137,doctor589@hospital.com,2014-10-11
590,166,Meghana,Amble,Orthopedic Surgeon,3,2323265,3844446306,doctor590@hospital.com,2009-08-02
591,166,Kavya,Venkataraman,Orthopedic Surgeon,24,3436871,5296386396,doctor591@hospital.com,2009-02-04
592,167,Madhavi,Ghose,ENT Specialist,29,3161022,5826312819,doctor592@hospital.com,2009-09-12
593,167,Ekantika,Jani,ENT Specialist,19,2482940,1060920981,doctor593@hospital.com,2021-05-13
594,167,Kalpit,Setty,ENT Specialist,15,2839805,2334383640,doctor594@hospital.com,2019-01-25
595,168,Harshil,Choudhry,Ophthalmologist,20,2567194,9112442117,doctor595@hospital.com,2008-07-13
596,168,Anthony,Sachdev,Ophthalmologist,13,2142836,7136657224,doctor596@hospital.com,2019-02-22
597,168,Azad,Dalal,Ophthalmologist,29,2536426,5799802841,doctor597@hospital.com,2017-03-28
598,169,Zarna,Vala,Pulmonologist,25,2709343,3513052312,doctor598@hospital.com,2010-07-03
599,169,George,Pall,Pulmonologist,34,2355990,7768634234,doctor599@hospital.com,2022-05-19
600,169,Devika,Gandhi,Pulmonologist,11,1437592,7676945919,doctor600@hospital.com,2017-11-10
601,169,Kashvi,Bhatt,Pulmonologist,9,1648589,2084964985,doctor601@hospital.com,2010-02-12
602,170,Ekantika,Sanghvi,Ophthalmologist,31,2156976,5313552510,doctor602@hospital.com,2010-10-17
603,170,Ekanta,Kaul,Ophthalmologist,7,2763880,6493831849,doctor603@hospital.com,2020-02-28
604,171,Radhika,Nadkarni,Pediatrician,19,951797,3307704611,doctor604@hospital.com,2013-01-20
605,171,Leela,Khalsa,Pediatrician,11,1744169,4090742608,doctor605@hospital.com,2019-06-01
606,172,Ekaraj,Singhal,General Physician,33,1218025,6445561857,doctor606@hospital.com,2012-06-27
607,172,Suhani,Tak,General Physician,28,984674,5910300215,doctor607@hospital.com,2008-04-11
608,172,Jyoti,Yogi,General Physician,15,2492167,0401041459,doctor608@hospital.com,2025-01-06
609,172,Triveni,Dar,General Physician,23,711862,5296718839,doctor609@hospital.com,2012-12-15
610,172,Vasudha,Kara,General Physician,27,823375,4415833117,doctor610@hospital.com,2019-12-05
611,173,Upadhriti,Rajan,Orthopedic Surgeon,33,2168508,7153988547,doctor611@hospital.com,2024-10-19
612,173,Theodore,Patla,Orthopedic Surgeon,16,2219698,7983631462,doctor612@hospital.com,2009-06-18
613,173,Hredhaan,Choudhary,Orthopedic Surgeon,6,2172497,0724078754,doctor613@hospital.com,2013-08-10
614,173,Simon,Dora,Orthopedic Surgeon,15,718227,8685074510,doctor614@hospital.com,2012-05-25
615,173,Neha,Goda,Orthopedic Surgeon,21,1015584,8978610313,doctor615@hospital.com,2018-01-09
616,174,William,Bhatti,Emergency Physician,10,1177134,4396661347,doctor616@hospital.com,2013-06-21
617,174,Bhavna,Mani,Emergency Physician,3,1803259,1289743251,doctor617@hospital.com,2024-07-07
618,174,Lucky,Arya,Emergency Physician,31,1182138,6502412095,doctor618@hospital.com,2016-04-14
619,174,Yug,Sodhi,Emergency Physician,31,2481570,0094388221,doctor619@hospital.com,2015-07-28
620,175,Indali,Kurian,Psychiatrist,6,679708,4570545897,doctor620@hospital.com,2021-01-30
621,175,Ansh,Divan,Psychiatrist,17,1504521,3257039653,doctor621@hospital.com,2019-04-17
622,176,Anusha,Sengupta,Urologist,34,2375259,4556964430,doctor622@hospital.com,2023-03-15
623,176,Jason,Sant,Urologist,8,1808385,9541072728,doctor623@hospital.com,2019-10-21
624,176,Chavvi,Sur,Urologist,16,1863119,1407034910,doctor624@hospital.com,2015-02-15
625,177,Aadi,Bedi,ENT Specialist,4,1600087,2548821423,doctor625@hospital.com,2012-05-02
626,177,Azad,Solanki,ENT Specialist,27,3279957,3666144942,doctor626@hospital.com,2022-08-09
627,178,Liam,Iyengar,Nephrologist,5,1064971,2683441497,doctor627@hospital.com,2022-03-02
628,178,Rajeshri,Char,Nephrologist,32,3102904,8758575676,doctor628@hospital.com,2024-10-08
629,178,Avi,Sama,Nephrologist,35,668934,2943985298,doctor629@hospital.com,2021-08-16
630,178,Maya,Dass,Nephrologist,33,3011923,0787010415,doctor630@hospital.com,2017-10-29
631,178,Garima,Bhat,Nephrologist,16,1202204,9803828723,doctor631@hospital.com,2020-11-25
632,179,Abeer,Sundaram,Pediatrician,28,606561,1102918133,doctor632@hospital.com,2023-03-05
633,179,Sachi,Raman,Pediatrician,23,1608999,1467238497,doctor633@hospital.com,2009-06-11
634,179,Anthony,Goyal,Pediatrician,27,1385651,3288377441,doctor634@hospital.com,2019-11-15
635,179,Mahika,Raju,Pediatrician,6,2795653,7662047196,doctor635@hospital.com,2007-03-14
636,180,Sai,Basak,Neurologist,5,2806453,2774025883,doctor636@hospital.com,2016-10-11
637,180,Owen,Doshi,Neurologist,35,2727886,9572446176,doctor637@hospital.com,2018-01-14
638,180,Yashica,Vora,Neurologist,33,2924281,2599599610,doctor638@hospital.com,2008-06-13
639,180,Hitesh,Tata,Neurologist,2,2237681,5331266109,doctor639@hospital.com,2023-06-15
640,181,Elijah,Sathe,Psychiatrist,3,3266196,9025176298,doctor640@hospital.com,2016-05-04
641,181,Bhavika,Kar,Psychiatrist,25,2165743,2683190130,doctor641@hospital.com,2022-01-02
642,181,Ekbal,Oak,Psychiatrist,17,668124,8733978559,doctor642@hospital.com,2015-04-19
643,181,Krisha,Bobal,Psychiatrist,23,883365,2841173098,doctor643@hospital.com,2022-12-11
644,181,Bimala,Krishnamurthy,Psychiatrist,23,1611355,5124189389,doctor644@hospital.com,2018-11-22
645,182,Indrajit,Sinha,Pulmonologist,22,1159560,0056435023,doctor645@hospital.com,2011-03-26
646,182,Elijah,Banik,Pulmonologist,3,2077649,1699187240,doctor646@hospital.com,2016-09-02
647,183,Inaya,Sankar,ENT Specialist,12,3471766,4300038960,doctor647@hospital.com,2014-04-05
648,183,Krishna,Dass,ENT Specialist,30,2607105,6821719553,doctor648@hospital.com,2011-04-13
649,183,George,Anne,ENT Specialist,12,1165612,6890030102,doctor649@hospital.com,2007-05-24
650,183,Inaya,Konda,ENT Specialist,5,2519647,2967111483,doctor650@hospital.com,2015-05-23
651,184,Chasmum,Peri,Dermatologist,19,1445533,3845881056,doctor651@hospital.com,2008-02-02
652,184,Laksh,Verma,Dermatologist,3,1436637,4831520377,doctor652@hospital.com,2023-03-31
653,185,Anamika,Mall,Nephrologist,21,1900552,4104967066,doctor653@hospital.com,2010-08-19
654,185,Qarin,Sankar,Nephrologist,33,2270272,4085095493,doctor654@hospital.com,2015-03-14
655,186,Prisha,Bhandari,General Physician,17,753598,8648769984,doctor655@hospital.com,2021-06-06
656,186,Wazir,Deo,General Physician,13,1800036,4413845960,doctor656@hospital.com,2011-11-23
657,186,Zashil,Arora,General Physician,23,800504,4954277070,doctor657@hospital.com,2016-02-14
658,186,Tejas,Rege,General Physician,22,1745953,9149851724,doctor658@hospital.com,2009-01-23
659,186,Owen,Din,General Physician,8,2143584,3102879508,doctor659@hospital.com,2026-01-09
660,187,Amol,Pandit,Gastroenterologist,26,2444389,9351187181,doctor660@hospital.com,2017-12-04
661,187,Ojasvi,Bora,Gastroenterologist,25,2022022,4205955657,doctor661@hospital.com,2009-09-22
662,187,Chaitanya,Mannan,Gastroenterologist,12,2681227,9019358895,doctor662@hospital.com,2007-03-04
663,187,Mason,Raj,Gastroenterologist,32,2140764,1398986818,doctor663@hospital.com,2019-09-14
664,187,Zinal,Sastry,Gastroenterologist,34,1718707,4394353537,doctor664@hospital.com,2015-06-02
665,188,Nimrat,Pathak,Emergency Physician,28,931043,5881579376,doctor665@hospital.com,2025-01-12
666,188,Yash,Reddy,Emergency Physician,28,3126872,9445511668,doctor666@hospital.com,2019-03-04
667,189,Rudra,Gole,Cardiologist,35,1832145,0216487120,doctor667@hospital.com,2026-04-26
668,189,Kevin,Varma,Cardiologist,21,1030326,6526834155,doctor668@hospital.com,2008-09-03
669,189,Chakradev,Borah,Cardiologist,6,1975395,7676472298,doctor669@hospital.com,2018-05-22
670,190,Kala,Setty,Cardiologist,20,2470306,5728941347,doctor670@hospital.com,2016-11-14
671,190,Yashoda,Sandhu,Cardiologist,28,1298958,5652203684,doctor671@hospital.com,2008-07-04
672,190,Bhavani,Gandhi,Cardiologist,29,2074494,4477324491,doctor672@hospital.com,2008-06-09
673,190,Yashoda,Ganguly,Cardiologist,29,777650,9088307053,doctor673@hospital.com,2021-02-27
674,191,Jonathan,Setty,ENT Specialist,28,1751568,1176741241,doctor674@hospital.com,2021-01-24
675,191,Eta,Dugar,ENT Specialist,4,914745,4781506185,doctor675@hospital.com,2025-07-02
676,191,Abhiram,Korpal,ENT Specialist,26,2123837,9633472727,doctor676@hospital.com,2019-03-20
677,191,Gaurang,Varty,ENT Specialist,33,3449654,0617893206,doctor677@hospital.com,2019-02-20
678,192,Wahab,Palla,Nephrologist,2,1198860,8243477695,doctor678@hospital.com,2008-06-13
679,192,Isaiah,Mani,Nephrologist,29,745957,7536127515,doctor679@hospital.com,2023-04-28
680,192,Vrinda,Sabharwal,Nephrologist,9,881997,0448360854,doctor680@hospital.com,2022-09-12
681,193,Pavani,Rastogi,Dermatologist,24,2118969,0473504763,doctor681@hospital.com,2010-08-23
682,193,Imaran,Narayan,Dermatologist,25,2979196,9800615581,doctor682@hospital.com,2013-10-05
683,193,Rushil,Dugar,Dermatologist,3,3137951,3425563830,doctor683@hospital.com,2008-07-26
684,194,Mitali,Sundaram,Neurologist,29,2155937,2440330416,doctor684@hospital.com,2023-10-04
685,194,Faraj,Borah,Neurologist,24,2462016,0089219639,doctor685@hospital.com,2016-10-06
686,194,Arin,Mittal,Neurologist,5,3007202,7314976461,doctor686@hospital.com,2012-02-02
687,195,Bhavani,Walla,Pediatrician,34,2139099,6076581739,doctor687@hospital.com,2015-06-17
688,195,Vansha,Chopra,Pediatrician,26,1918628,5211823793,doctor688@hospital.com,2018-11-06
689,195,Urvashi,Virk,Pediatrician,18,1646947,0746452059,doctor689@hospital.com,2011-11-18
690,196,Shaurya,Suresh,Emergency Physician,2,1380342,5357788116,doctor690@hospital.com,2021-08-28
691,196,Neel,Venkatesh,Emergency Physician,32,2771581,2371067287,doctor691@hospital.com,2014-07-04
692,197,Chaman,Dalal,General Physician,8,1697970,4485959224,doctor692@hospital.com,2025-07-23
693,197,Kamya,Venkataraman,General Physician,17,2471805,7735228705,doctor693@hospital.com,2015-12-05
694,197,Abdul,Muni,General Physician,14,3166398,3187510979,doctor694@hospital.com,2019-03-31
695,197,Upkaar,Pai,General Physician,19,2660242,3446945964,doctor695@hospital.com,2008-01-25
696,197,Michael,Chauhan,General Physician,13,1114378,4249128965,doctor696@hospital.com,2012-01-24
